n,relevance,seniority,note,title,firm,location,department,url,ats,token,job_id
37,,,,"Investment Analyst, Victory Solutions",vcm.com,"VCM TX HQ 3RD FLOOR, Boston, MA - Amundi",Solutions Victory Shares,https://recruiting.ultipro.com/VIC1003/JobBoard/11134378-1d50-0a15-afaf-715c22796301/OpportunityDetail?opportunityId=0dc8398b-6de9-49ef-bb40-80c74e1368e8,ukg,VIC1003|11134378-1d50-0a15-afaf-715c22796301,0dc8398b-6de9-49ef-bb40-80c74e1368e8
38,rejected,,from the board,Inköpare för UBW Inköp support,sweden,Stockholm,,https://jobbsafari.se/jobb/inkopare-for-ubw-inkop-support-sasrb-20501246,jobbsafari,sweden,20501246
39,,,,"Associate II, Fixed Income Trading Desk Support",northlandsecurities.com,"Minneapolis, MN - Northland Securities Office",,https://firstnational.wd12.myworkdayjobs.com/en-US/northlandcareers/job/Minneapolis-MN---Northland-Securities-Office/Associate-II--Fixed-Income-Trading-Desk-Support_R-20261445-2,workday,firstnational|wd12|northlandcareers,/job/Minneapolis-MN---Northland-Securities-Office/Associate-II--Fixed-Income-Trading-Desk-Support_R-20261445-2
40,less_relevant,mid_3_5,traing job but with focus on quant strategies (algorithmic) and a little bit of model development,Algorithmic Trader,eagleseven.com,,Trading,https://apply.workable.com/j/2041460262,workable,eagle-seven,2041460262
41,,,,"Sr. Staff Software Engineer, Observability ",dcvc.com,"Mountain View, California",Engineering,https://databricks.com/company/careers/open-positions/job?gh_jid=8391889002,greenhouse,databricks,8391889002
42,,,,Senior Platform Engineer,systematica.com,London,,https://systematica.pinpointhq.com/en/postings/a59e017b-731a-48f9-a365-5dcbf1fd385a,pinpoint,systematica,544190
43,,,,Sr. Consumer Research Analyst,columbia.com,"Portland, Oregon, United States of America",,https://columbiasportswearcompany.wd5.myworkdayjobs.com/en-US/CSC_Careers/job/Portland-Oregon-United-States-of-America/Sr-Consumer-Research-Analyst_R-025737-1,workday,columbiasportswearcompany|wd5|CSC_Careers,/job/Portland-Oregon-United-States-of-America/Sr-Consumer-Research-Analyst_R-025737-1
44,,,,Junior Research Associate,polencapital.com,Waltham,Investment Research,https://recruiting.ultipro.com/POL1011POLC/JobBoard/c5f932a4-d083-46c2-94a7-de31e39021c4/OpportunityDetail?opportunityId=108e19c2-42a3-4ac1-8d6a-20f6c64417d9,ukg,POL1011POLC|c5f932a4-d083-46c2-94a7-de31e39021c4,108e19c2-42a3-4ac1-8d6a-20f6c64417d9
45,,,,Alternative Investments Analyst - Cigna Investment Management - Hybrid,cigna.com,"Bloomfield, CT",,https://cigna.wd5.myworkdayjobs.com/en-US/cignacareers/job/Bloomfield-CT/Alternative-Investments-Analyst---Cigna-Investment-Management---Hybrid_26007329,workday,cigna|wd5|cignacareers,/job/Bloomfield-CT/Alternative-Investments-Analyst---Cigna-Investment-Management---Hybrid_26007329
46,rejected,junior_0_2,data engineering job - nothing to do fiwht finance,Data Management Analyst – Data Governance (12 Month FTC),priceforbes.com,"Ardonagh Specialty, London, United Kingdom",Ardonagh Specialty - IT,https://ardonaghspeciality.teamtailor.com/jobs/8032050-data-management-analyst-data-governance-12-month-ftc,teamtailor,ardonaghspeciality,3a0107c7-07fa-43c4-b1ec-639c4038c0b6
47,,,,"Associate, Real Estate Portfolio Management",baincapitallifesciences.com,Boston,,https://baincapital.wd1.myworkdayjobs.com/en-US/External_Public/job/Boston/Associate--Real-Estate-Portfolio-Management_REQ_108164,workday,baincapital|wd1|External_Public,/job/Boston/Associate--Real-Estate-Portfolio-Management_REQ_108164
48,rejected,,from the board,Inköpare  UBW Inköpssupport,jobstream,"Sundbyberg, Stockholms län",Inköpare,https://arbetsformedlingen.se/platsbanken/annonser/31375602,jobtech,jobstream,31375602
49,rejected,mid_3_5,AI engineering job - nothing to do with finance,Customer-facing Applied AI Engineer,aifund.ai,"Mountain View, CA",GTM,https://jobs.lever.co/AIFund/01654e18-7b7f-4f0d-84b4-9e090fbc73be,lever,AIFund,01654e18-7b7f-4f0d-84b4-9e090fbc73be
50,,,,PORTFOLIO ANALYST - ALTERNATIVE & RISK MITIGATION - PARIS or GENEVE,keplercheuvreux.com,"France - Paris, Paris, France, Switzerland - Genève, Genève, Switzerland",Ellipsis AM,https://keplercheuvreux.teamtailor.com/jobs/8215471-portfolio-analyst-alternative-risk-mitigation-paris-or-geneve,teamtailor,keplercheuvreux,87d3513f-ef67-4aa1-942f-10b8205f90a1
51,rejected,head_or_md,filter out becuase VP role,"VP, Corporate Development",castleisland.vc,"Miami, FL, United States",Corporate Development,https://ripple.com/careers/all-jobs/job/7622906?gh_jid=7622906,greenhouse,ripple,7622906
52,,,,COE Pricing Analyst,europcar.com,,,https://europcar.wd103.myworkdayjobs.com/en-US/EuropcarCareerPage/job/Madrid/COE-Pricing-Analyst_JR114426-1,workday,europcar|wd103|EuropcarCareerPage,/job/Madrid/COE-Pricing-Analyst_JR114426-1
53,,,,"Application Developer, Equity, Global Financial Markets",dbs.com,Guangzhou,,https://dbs.wd3.myworkdayjobs.com/en-US/DBS_Careers/job/Guangzhou/Application-Developer--Equity--Global-Financial-Markets_WD87971,workday,dbs|wd3|DBS_Careers,/job/Guangzhou/Application-Developer--Equity--Global-Financial-Markets_WD87971
54,,,,Quant Engineer - Capital Market Technologies,swissquant.com,Zürich,Capital Market Technologies,https://swissquant.bamboohr.com/careers/109,bamboohr,swissquant,109
55,,,,Credit Model Development Quantitative Expert,wilmingtontrust.com,"Buffalo, NY; Washington, DC; Baltimore, MD; Iselin, NJ; Wilmington, DE; New York, NY; Bridgeport, CT",,https://mtb.wd5.myworkdayjobs.com/en-US/WTExternal/job/Buffalo-NY/Credit-Model-Development-Quantitative-Expert_R87678,workday,mtb|wd5|WTExternal,/job/Buffalo-NY/Credit-Model-Development-Quantitative-Expert_R87678
56,,,,Senior Quantitative Analyst (US),td.com,"Mount Laurel, New Jersey; Charlotte, North Carolina",,https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers/job/Mount-Laurel-New-Jersey/Senior-Quantitative-Analyst--US-_R_1504854-1,workday,td|wd3|TD_Bank_Careers,/job/Mount-Laurel-New-Jersey/Senior-Quantitative-Analyst--US-_R_1504854-1
57,,,,Riskanalytiker inom kapitalförvaltning,pensionsmyndigheten.se,,,https://pensionsmyndigheten.varbi.com/en/what:job/jobID:940673/,varbi,pensionsmyndigheten,940673
58,rejected,,from the board,Kampanjplanerare till Hemköp!,jobstream,"Stockholm, Stockholms län",Kategorichef/Kategoriansvarig,https://arbetsformedlingen.se/platsbanken/annonser/31359112,jobtech,jobstream,31359112
59,,,,"Sr. Analyst, Brokerage Placement - Personal Lines",bridgespecialtygroup.com,Remote - USA,,https://bbinsurance.wd1.myworkdayjobs.com/en-US/BSGCareers/job/Remote---USA/Sr-Analyst--Brokerage-Placement---Personal-Lines_R26_0000002537,workday,bbinsurance|wd1|BSGCareers,/job/Remote---USA/Sr-Analyst--Brokerage-Placement---Personal-Lines_R26_0000002537
60,rejected,junior_0_2,This is a investment banking job - nothing to do with quantitative finance,Equity Research Analyst,moomoo.com,,,https://apply.workable.com/j/DC2EE88E36,workable,moomoo,DC2EE88E36
61,,,,"Associate, Client Service Operations",bridgewater.com,"Westport, CT",Client Service,https://job-boards.greenhouse.io/bridgewater89/jobs/8394740002,greenhouse,bridgewater89,8394740002
62,rejected,,from the board,Make-Ready Specialist - Greenwood at Katy,greystar.com,"Greenwood at Katy, Katy, TX",,https://greystar.wd1.myworkdayjobs.com/en-US/External/job/Greenwood-at-Katy-Katy-TX/Make-Ready-Specialist---Greenwood-at-Katy_R0196933,workday,greystar|wd1|External,/job/Greenwood-at-Katy-Katy-TX/Make-Ready-Specialist---Greenwood-at-Katy_R0196933
63,relevant,mid_3_5,highly relevant - builiding and researching quantitative models,Experienced Quantitative Researcher,flowtraders.com,Hong Kong,Trading,https://job-boards.greenhouse.io/flowtraders/jobs/4003450,greenhouse,flowtraders,4003450
64,rejected,,financial advisory - nothing to do with quant finance,Wealth Advisor,waverly-advisors.com,"Atlanta, GA",Wealth Advisors,https://job-boards.greenhouse.io/waverlyadvisorsllc/jobs/4169857009,greenhouse,waverlyadvisorsllc,4169857009
65,,,,Senior Data Scientist,firstminute.capital,London; Sunnyvale,"Simulation, Evaluation, Validation",https://wayve.firststage.co/jobs?gh_jid=8487888002,greenhouse,wayve,8487888002
66,,,,Junior Derivatives Trader,valkyrietrading.com,"Chicago, IL",Trading,https://jobs.lever.co/valkyrietrading/1a6e6202-5fdd-4051-9a23-c6518cf4fdad,lever,valkyrietrading,1a6e6202-5fdd-4051-9a23-c6518cf4fdad
67,rejected,,this is it compliance for an ai company not even in finance,Head of Security & AI Governance,scopvc.com,Los Angeles ,Engineering,https://job-boards.greenhouse.io/flip/jobs/5363827008,greenhouse,flip,5363827008
68,,,,Opportunities in Structured Products,golubcapital.com,,,https://wd501.myworkdaysite.com/en-US/Golub_Capital_Careers/job/Opportunities-in-Structured-Products_R-10380,workday,golubcapital|wd501|Golub_Capital_Careers|myworkdaysite.com,/job/Opportunities-in-Structured-Products_R-10380
69,,,,"Senior Analyst, Trading ",atlanticwp.com,United States,Investment Solutions,https://jobs.ashbyhq.com/mariner-careers/56efbb73-e418-4ba8-9d97-f9e2f25513a8,ashby,mariner-careers,56efbb73-e418-4ba8-9d97-f9e2f25513a8
70,,,,"Associate or Sr. Analyst, Asset Management",btprop.com,Los Angeles  or Boston,Asset Management,https://btprop.com/career-opportunities/?gh_jid=5366312008,greenhouse,breakthroughproperties,5366312008
71,rejected,,from the board,Inköpare för UBW Inköp support,sweden,Stockholm,,https://jobbsafari.se/jobb/inkopare-for-ubw-inkop-support-sasrb-20504168,jobbsafari,sweden,20504168
72,rejected,,leadership position for clud software develpement,Alliance Director,dcvc.com,"London, United Kingdom",Business Development,https://databricks.com/company/careers/open-positions/job?gh_jid=8688836002,greenhouse,databricks,8688836002
73,,,,Senior Software Engineer - Trading Development,webbtraders.nl,"Amsterdam, Netherlands",IT,https://webbtraders.recruitee.com/o/senior-software-engineer-trading-development,recruitee,webbtraders,2426900
74,,,,"Senior Fullstack Engineer, Portfolio Tools Engineering",acadian-asset.com,"Boston, Massachusetts, United States",Investment Analytics & Data,https://www.acadian-asset.com/careers/open-positions?gh_jid=4697886006,greenhouse,acadianassetmanagementllc,4697886006
75,rejected,,from the board,Electrical Power Engineer,sweden,Stockholm,,https://jobbsafari.se/jobb/electrical-power-engineer-sasrb-20476866,jobbsafari,sweden,20476866
76,,,,Solutions Analyst,wellington.com,"Boston, MA, United States",,https://wellington.wd5.myworkdayjobs.com/en-US/External/job/Boston-MA-United-States/Investment-Strategy-Analyst--Multi-Asset-Solutions_R92611-1,workday,wellington|wd5|External,/job/Boston-MA-United-States/Investment-Strategy-Analyst--Multi-Asset-Solutions_R92611-1
77,,,,Quantitative Developer,quadraturecapital,"London, United Kingdom, Singapore",Full-time,https://job-boards.greenhouse.io/quadraturecapital/jobs/8048585,greenhouse,quadraturecapital,8048585
78,rejected,,AI job in a non finance field,"Staff Software Engineer, Machine Learning ",hydeparkvp.com,United States,Engineering,https://job-boards.greenhouse.io/attentive/jobs/4244729009,greenhouse,attentive,4244729009
79,,,,"Associate, Treasury Operations",cambridgeassociates.com,London,,https://cambridgeassociates.wd5.myworkdayjobs.com/en-US/Cambridge_Associates/job/London/Associate--Treasury-Operations_JR0000379,workday,cambridgeassociates|wd5|Cambridge_Associates,/job/London/Associate--Treasury-Operations_JR0000379
80,,,,Quantitative Researcher – New Grad ,headlandstech.com,Amsterdam; Chicago; London; New York,Monetization,https://job-boards.greenhouse.io/headlandstechnologiesllc/jobs/4227566009,greenhouse,headlandstechnologiesllc,4227566009
81,,,,Platform Engineer,systematica.com,London,,https://systematica.pinpointhq.com/en/postings/af67febb-488c-4a65-b8ef-aa707492f573,pinpoint,systematica,544389
82,,,,Senior Strategist,resolute.com,"Birmingham, Michigan, United States of America",,https://interpublic.wd5.myworkdayjobs.com/en-US/OMC/job/Birmingham-Michigan-United-States-of-America/Sr-Strategist-1_6722-AM,workday,interpublic|wd5|OMC,/job/Birmingham-Michigan-United-States-of-America/Sr-Strategist-1_6722-AM
83,,,,Quantitative Researcher,manhong.com.hk,Massachusetts,Trading,https://job-boards.eu.greenhouse.io/mangroup/jobs/4737145101,greenhouse,mangroup,4737145101
84,,,,Residential Credit Trader,pretium.com,"New York, New York",Residential Credit,https://job-boards.greenhouse.io/pretiumpartnersllc/jobs/8184355002,greenhouse,pretiumpartnersllc,8184355002
85,rejected,,from the board,Make-Ready Specialist - Huntcliff,greystar.com,"Huntcliff, League City, TX",,https://greystar.wd1.myworkdayjobs.com/en-US/External/job/Huntcliff-League-City-TX/Make-Ready-Specialist---Huntcliff_R0196131,workday,greystar|wd1|External,/job/Huntcliff-League-City-TX/Make-Ready-Specialist---Huntcliff_R0196131
86,,,,WORKING STUDENT TECHNICAL CLIENT SERVICES (f/m/d),360t.com,Frankfurt am Main,Trading Services,https://360t.jobs.personio.de/job/749895,personio,360t,749895
87,,,,Quantitative Model Analyst 2,usbank.com,"Chicago, IL; Charlotte, NC; Columbus, OH; Minneapolis, MN",,https://usbank.wd1.myworkdayjobs.com/en-US/US_Bank_Careers/job/Chicago-IL/Quantitative-Model-Analyst-2_2026-0014257,workday,usbank|wd1|US_Bank_Careers,/job/Chicago-IL/Quantitative-Model-Analyst-2_2026-0014257
88,rejected,,from the board,Reference Data Specialist,singapore,"Singapore, D01 Marina, Raffles Place, People's Park, Cecil",,https://www.mycareersfuture.gov.sg/job/banking-finance/reference-data-specialist-lgt-bank-79a385a9c664a7dd1680b2612e05219d,mycareersfuture,singapore,79a385a9c664a7dd1680b2612e05219d
89,,,,"Associate, Financial Resource Management (FRM) – xVA Structuring and Optimization",td.com,"New York, New York",,https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers/job/New-York-New-York/Associate--Financial-Resource-Management--FRM----xVA-Structuring-and-Optimization_R_1502454,workday,td|wd3|TD_Bank_Careers,/job/New-York-New-York/Associate--Financial-Resource-Management--FRM----xVA-Structuring-and-Optimization_R_1502454
90,,,,Portfolio and Trading Associate,savvywealth.com,NYC Office,Operations,https://jobs.ashbyhq.com/savvy/694cb8df-f0ea-4ab5-9523-b6960551c727,ashby,savvy,694cb8df-f0ea-4ab5-9523-b6960551c727
91,adjacent,mid_3_5,trading job,Senior Trading Associate,kaleelcompany.com,"Hybrid - New York, NY",Trading Operations,https://job-boards.greenhouse.io/fartherfinance/jobs/4674164005,greenhouse,fartherfinance,4674164005
92,rejected,,from the board,Inköpare med fokus på UBW-support,sweden,Stockholm,,https://jobbsafari.se/jobb/inkopare-med-fokus-pa-ubw-support-sasrb-20498533,jobbsafari,sweden,20498533
93,,,,"Global Markets Solutions, Corporate Access Coordinator, NY",rothschildandco.com,New York,,https://rothschildandco.wd3.myworkdayjobs.com/en-US/RothschildAndCo_Lateral/job/New-York/Global-Markets-Solutions--Corporate-Access-Coordinator--NY_JR016293,workday,rothschildandco|wd3|RothschildAndCo_Lateral,/job/New-York/Global-Markets-Solutions--Corporate-Access-Coordinator--NY_JR016293
94,,,,"Enterprise Implementation Consultant - WFM, Inventory, Back-Office",fourth.com,"Austin, United States",Professional Services,https://careers.fourth.com/jobs/7223385-enterprise-implementation-consultant-wfm-inventory-back-office,teamtailor,careers.fourth.com,c46c6169-7199-4545-9c18-2ed25215b9c5
95,,,,Performance Engineer,akunacapital.com,"Chicago, IL",Perf Eng,https://www.akunacapital.com/careers/job/7496414/?gh_jid=7496414,greenhouse,akunacapital,7496414
96,,,,CONTROLLER - FUND ACCOUNTING,pathwaycapital.com,"Irvine, CA, Irvine, CA, US",,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=f9df0183-e5ad-43ac-a487-f056102d06b4&jobId=9202710668196_1,adp,f9df0183-e5ad-43ac-a487-f056102d06b4,9202710668196_1
97,,,,Default Specialist,arixacapital.com,Los Angeles,Asset Management,https://www.arixacapital.com/careers/open-roles?gh_jid=5361754008,greenhouse,arixacapital,5361754008
98,rejected,,,"Real Estate & Land Acquisition Manager, Data Center アクイジションマネージャー",esr.com,,Japan,https://apply.workable.com/j/001EB68A79,workable,esr-group,001EB68A79
99,,,,"Sr. Data Scientist, Programmatic Algorithms",impact.com,"Seattle, WA",Product,https://job-boards.greenhouse.io/impact/jobs/8525233002,greenhouse,impact,8525233002
100,,,,C++ Software Engineer,wolve.com,"Chicago, IL",,https://careers.wolve.com/en/postings/856f5215-88c8-4c1b-bd47-5106b33ed37f,pinpoint,wolve,446898
101,,,,Client Support Specialist- Trading & Cost Basis,orion.com,Greater Omaha Area; Greater Philadelphia Area; Lehi,,https://orionadvisor.wd1.myworkdayjobs.com/en-US/Orion_Careers/job/Greater-Omaha-Area/Client-Support-Specialist--Cost-Basis_R2833-1,workday,orionadvisor|wd1|Orion_Careers,/job/Greater-Omaha-Area/Client-Support-Specialist--Cost-Basis_R2833-1
102,,,,Associate - Strategic Advisory (Capital Markets - ECM),pjtpartners.com,London,,https://pjtpartners.wd1.myworkdayjobs.com/en-US/Careers/job/London/Associate---Strategic-Advisory--Capital-Markets-_R0003382,workday,pjtpartners|wd1|Careers,/job/London/Associate---Strategic-Advisory--Capital-Markets-_R0003382
103,rejected,,from the board,"International Private Bank, Analyst - China Market, based in Singapore",singapore,Singapore,,https://www.mycareersfuture.gov.sg/job/banking-finance/international-bank-analyst-china-market-based-singapore-jpmorgan-chase-bank-na-31904ff748aa5efa372b01d6581cbb49,mycareersfuture,singapore,31904ff748aa5efa372b01d6581cbb49
104,rejected,head_or_md,leadership position for a non financial institution (fintech platform) [normalised seniority senior_6_10->head_or_md: same grade word as row 264 (head_or_md)],Director of Trading,taptapsend.com,London,Treasury,https://jobs.ashbyhq.com/TaptapSend/53c911a4-9c36-4e38-a489-43caa2c674b4,ashby,TaptapSend,53c911a4-9c36-4e38-a489-43caa2c674b4
